Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Bury,E08000002,Upper tier local authority,2020-03-13,3.0,7
Buckinghamshire,E10000002,Upper tier local authority,2020-03-13,6.0,34
Bromley,E09000006,Upper tier local authority,2020-03-13,4.0,20
"Bristol, City of",E06000023,Upper tier local authority,2020-03-13,3.0,8
Brighton and Hove,E06000043,Upper tier local authority,2020-03-13,2.0,8
Brent,E09000005,Upper tier local authority,2020-03-13,3.0,32
Bolton,E08000001,Upper tier local authority,2020-03-13,1.0,7
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-13,1.0,1
Birmingham,E08000025,Upper tier local authority,2020-03-13,14.0,36
Bexley,E09000004,Upper tier local authority,2020-03-13,4.0,17
Bedford,E06000055,Upper tier local authority,2020-03-13,1.0,1
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-13,1.0,4
Barnet,E09000003,Upper tier local authority,2020-03-13,6.0,38
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-13,1.0,9
Yorkshire and The Humber,E12000003,Region,2020-03-13,12.0,89
West Midlands,E12000005,Region,2020-03-13,40.0,188
South West,E12000009,Region,2020-03-13,31.0,138
South East,E12000008,Region,2020-03-13,51.0,298
North West,E12000002,Region,2020-03-13,41.0,166
North East,E12000001,Region,2020-03-13,6.0,23
London,E12000007,Region,2020-03-13,137.0,763
East of England,E12000006,Region,2020-03-13,36.0,118
East Midlands,E12000004,Region,2020-03-13,22.0,119
England,E92000001,Nation,2020-03-13,390.0,1964
Worcestershire,E10000034,Upper tier local authority,2020-03-12,4.0,14
Wolverhampton,E08000031,Upper tier local authority,2020-03-12,5.0,18
Wokingham,E06000041,Upper tier local authority,2020-03-12,2.0,10
Wirral,E08000015,Upper tier local authority,2020-03-12,1.0,5
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-12,4.0,11
Wiltshire,E06000054,Upper tier local authority,2020-03-12,1.0,9
Wigan,E08000010,Upper tier local authority,2020-03-12,1.0,5
Westminster,E09000033,Upper tier local authority,2020-03-12,14.0,52
West Sussex,E10000032,Upper tier local authority,2020-03-12,1.0,8
West Berkshire,E06000037,Upper tier local authority,2020-03-12,2.0,3
Warwickshire,E10000031,Upper tier local authority,2020-03-12,4.0,17
Warrington,E06000007,Upper tier local authority,2020-03-12,2.0,3
Wandsworth,E09000032,Upper tier local authority,2020-03-12,12.0,38
Waltham Forest,E09000031,Upper tier local authority,2020-03-12,1.0,6
Walsall,E08000030,Upper tier local authority,2020-03-12,7.0,14
Wakefield,E08000036,Upper tier local authority,2020-03-12,4.0,5
Trafford,E08000009,Upper tier local authority,2020-03-12,3.0,10
Tower Hamlets,E09000030,Upper tier local authority,2020-03-12,5.0,16
Tameside,E08000008,Upper tier local authority,2020-03-12,4.0,7
Sutton,E09000029,Upper tier local authority,2020-03-12,2.0,8
Surrey,E10000030,Upper tier local authority,2020-03-12,16.0,37
Suffolk,E10000029,Upper tier local authority,2020-03-12,3.0,7
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-12,2.0,2
Stockport,E08000007,Upper tier local authority,2020-03-12,1.0,6
Staffordshire,E10000028,Upper tier local authority,2020-03-12,3.0,10
Southwark,E09000028,Upper tier local authority,2020-03-12,10.0,45
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-12,1.0,3
South Gloucestershire,E06000025,Upper tier local authority,2020-03-12,3.0,9
Somerset,E10000027,Upper tier local authority,2020-03-12,3.0,8
Slough,E06000039,Upper tier local authority,2020-03-12,6.0,16
Shropshire,E06000051,Upper tier local authority,2020-03-12,10.0,22
Sheffield,E08000019,Upper tier local authority,2020-03-12,2.0,20
Sefton,E08000014,Upper tier local authority,2020-03-12,2.0,3
Sandwell,E08000028,Upper tier local authority,2020-03-12,4.0,6
Salford,E08000006,Upper tier local authority,2020-03-12,1.0,2
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-12,1.0,4
Reading,E06000038,Upper tier local authority,2020-03-12,1.0,3
Portsmouth,E06000044,Upper tier local authority,2020-03-12,1.0,2
Oxfordshire,E10000025,Upper tier local authority,2020-03-12,1.0,24
Oldham,E08000004,Upper tier local authority,2020-03-12,1.0,7
Nottinghamshire,E10000024,Upper tier local authority,2020-03-12,4.0,19
Nottingham,E06000018,Upper tier local authority,2020-03-12,3.0,10
Northamptonshire,E10000021,Upper tier local authority,2020-03-12,3.0,15
North Yorkshire,E10000023,Upper tier local authority,2020-03-12,3.0,8
North Somerset,E06000024,Upper tier local authority,2020-03-12,5.0,11
Norfolk,E10000020,Upper tier local authority,2020-03-12,1.0,3
Newham,E09000025,Upper tier local authority,2020-03-12,2.0,7
Milton Keynes,E06000042,Upper tier local authority,2020-03-12,1.0,4
Merton,E09000024,Upper tier local authority,2020-03-12,3.0,20
Medway,E06000035,Upper tier local authority,2020-03-12,1.0,8
Liverpool,E08000012,Upper tier local authority,2020-03-12,3.0,9
Lincolnshire,E10000019,Upper tier local authority,2020-03-12,3.0,12
Lewisham,E09000023,Upper tier local authority,2020-03-12,9.0,18
Leicestershire,E10000018,Upper tier local authority,2020-03-12,2.0,13
Leicester,E06000016,Upper tier local authority,2020-03-12,1.0,2
Leeds,E08000035,Upper tier local authority,2020-03-12,1.0,12
Lancashire,E10000017,Upper tier local authority,2020-03-12,5.0,12
Lambeth,E09000022,Upper tier local authority,2020-03-12,4.0,33
Knowsley,E08000011,Upper tier local authority,2020-03-12,1.0,1
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-12,1.0,4
Kent,E10000016,Upper tier local authority,2020-03-12,6.0,22
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-12,6.0,49
Islington,E09000019,Upper tier local authority,2020-03-12,10.0,16
Hounslow,E09000018,Upper tier local authority,2020-03-12,1.0,13
Hillingdon,E09000017,Upper tier local authority,2020-03-12,4.0,14
Hertfordshire,E10000015,Upper tier local authority,2020-03-12,2.0,34
Havering,E09000016,Upper tier local authority,2020-03-12,1.0,6
Harrow,E09000015,Upper tier local authority,2020-03-12,8.0,20
Haringey,E09000014,Upper tier local authority,2020-03-12,7.0,19
Hampshire,E10000014,Upper tier local authority,2020-03-12,24.0,52
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-12,1.0,21
Halton,E06000006,Upper tier local authority,2020-03-12,2.0,2
Hackney,E09000012,Upper tier local authority,2020-03-12,6.0,20
Greenwich,E09000011,Upper tier local authority,2020-03-12,6.0,14
Gloucestershire,E10000013,Upper tier local authority,2020-03-12,2.0,9
Gateshead,E08000037,Upper tier local authority,2020-03-12,1.0,1
Essex,E10000012,Upper tier local authority,2020-03-12,7.0,18
Enfield,E09000010,Upper tier local authority,2020-03-12,6.0,17
East Sussex,E10000011,Upper tier local authority,2020-03-12,2.0,5
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-12,2.0,6
Ealing,E09000009,Upper tier local authority,2020-03-12,4.0,27
Dudley,E08000027,Upper tier local authority,2020-03-12,4.0,8
Dorset,E06000059,Upper tier local authority,2020-03-12,2.0,4
Devon,E10000008,Upper tier local authority,2020-03-12,2.0,24
Derbyshire,E10000007,Upper tier local authority,2020-03-12,2.0,21
Darlington,E06000005,Upper tier local authority,2020-03-12,1.0,2
Cumbria,E10000006,Upper tier local authority,2020-03-12,6.0,18
Croydon,E09000008,Upper tier local authority,2020-03-12,8.0,15
Coventry,E08000026,Upper tier local authority,2020-03-12,2.0,7
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-12,1.0,6
Cheshire East,E06000049,Upper tier local authority,2020-03-12,3.0,5
Camden,E09000007,Upper tier local authority,2020-03-12,5.0,24
Cambridgeshire,E10000003,Upper tier local authority,2020-03-12,4.0,10
Buckinghamshire,E10000002,Upper tier local authority,2020-03-12,10.0,28
Bromley,E09000006,Upper tier local authority,2020-03-12,6.0,16
"Bristol, City of",E06000023,Upper tier local authority,2020-03-12,1.0,5
Brent,E09000005,Upper tier local authority,2020-03-12,9.0,29
Bradford,E08000032,Upper tier local authority,2020-03-12,2.0,5
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-12,3.0,8
Bolton,E08000001,Upper tier local authority,2020-03-12,1.0,6
Blackpool,E06000009,Upper tier local authority,2020-03-12,1.0,2
Birmingham,E08000025,Upper tier local authority,2020-03-12,7.0,22
Bexley,E09000004,Upper tier local authority,2020-03-12,5.0,13
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-12,2.0,3
Barnet,E09000003,Upper tier local authority,2020-03-12,5.0,32
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-12,4.0,8
Yorkshire and The Humber,E12000003,Region,2020-03-12,14.0,77
West Midlands,E12000005,Region,2020-03-12,52.0,148
South West,E12000009,Region,2020-03-12,24.0,107
South East,E12000008,Region,2020-03-12,78.0,247
North West,E12000002,Region,2020-03-12,39.0,125
North East,E12000001,Region,2020-03-12,2.0,17
London,E12000007,Region,2020-03-12,166.0,626
East of England,E12000006,Region,2020-03-12,18.0,82
East Midlands,E12000004,Region,2020-03-12,18.0,97
England,E92000001,Nation,2020-03-12,420.0,1574
Worcestershire,E10000034,Upper tier local authority,2020-03-11,4.0,10
Wolverhampton,E08000031,Upper tier local authority,2020-03-11,5.0,13
Wokingham,E06000041,Upper tier local authority,2020-03-11,3.0,8
Wirral,E08000015,Upper tier local authority,2020-03-11,1.0,4
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-11,3.0,7
Wiltshire,E06000054,Upper tier local authority,2020-03-11,3.0,8
Westminster,E09000033,Upper tier local authority,2020-03-11,14.0,38
West Sussex,E10000032,Upper tier local authority,2020-03-11,2.0,7
Warwickshire,E10000031,Upper tier local authority,2020-03-11,2.0,13
Wandsworth,E09000032,Upper tier local authority,2020-03-11,10.0,26
Waltham Forest,E09000031,Upper tier local authority,2020-03-11,2.0,5
Walsall,E08000030,Upper tier local authority,2020-03-11,5.0,7
Wakefield,E08000036,Upper tier local authority,2020-03-11,1.0,1
Tower Hamlets,E09000030,Upper tier local authority,2020-03-11,1.0,11
Thurrock,E06000034,Upper tier local authority,2020-03-11,1.0,2
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-11,5.0,6
Tameside,E08000008,Upper tier local authority,2020-03-11,1.0,3
Surrey,E10000030,Upper tier local authority,2020-03-11,5.0,21
Suffolk,E10000029,Upper tier local authority,2020-03-11,1.0,4
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-11,1.0,4
Stockport,E08000007,Upper tier local authority,2020-03-11,2.0,5
Staffordshire,E10000028,Upper tier local authority,2020-03-11,1.0,7
St. Helens,E08000013,Upper tier local authority,2020-03-11,1.0,1
Southwark,E09000028,Upper tier local authority,2020-03-11,11.0,35
South Gloucestershire,E06000025,Upper tier local authority,2020-03-11,3.0,6
Somerset,E10000027,Upper tier local authority,2020-03-11,2.0,5
Solihull,E08000029,Upper tier local authority,2020-03-11,1.0,1
Slough,E06000039,Upper tier local authority,2020-03-11,5.0,10
Shropshire,E06000051,Upper tier local authority,2020-03-11,7.0,12
Sandwell,E08000028,Upper tier local authority,2020-03-11,2.0,2
Rochdale,E08000005,Upper tier local authority,2020-03-11,1.0,3
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-11,1.0,3
Oxfordshire,E10000025,Upper tier local authority,2020-03-11,5.0,23
Nottinghamshire,E10000024,Upper tier local authority,2020-03-11,6.0,15
Northamptonshire,E10000021,Upper tier local authority,2020-03-11,4.0,12
North Somerset,E06000024,Upper tier local authority,2020-03-11,5.0,6
Norfolk,E10000020,Upper tier local authority,2020-03-11,1.0,2
Newham,E09000025,Upper tier local authority,2020-03-11,3.0,5
Merton,E09000024,Upper tier local authority,2020-03-11,7.0,17
Medway,E06000035,Upper tier local authority,2020-03-11,4.0,7
Manchester,E08000003,Upper tier local authority,2020-03-11,1.0,8
Lincolnshire,E10000019,Upper tier local authority,2020-03-11,2.0,9
Lewisham,E09000023,Upper tier local authority,2020-03-11,5.0,9
Leicestershire,E10000018,Upper tier local authority,2020-03-11,4.0,11
Leicester,E06000016,Upper tier local authority,2020-03-11,1.0,1
Leeds,E08000035,Upper tier local authority,2020-03-11,3.0,11
Lancashire,E10000017,Upper tier local authority,2020-03-11,2.0,7
Lambeth,E09000022,Upper tier local authority,2020-03-11,14.0,29
Kirklees,E08000034,Upper tier local authority,2020-03-11,1.0,3
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-11,1.0,3
Kent,E10000016,Upper tier local authority,2020-03-11,3.0,16
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-11,10.0,43
Islington,E09000019,Upper tier local authority,2020-03-11,2.0,6
Hounslow,E09000018,Upper tier local authority,2020-03-11,6.0,12
Hillingdon,E09000017,Upper tier local authority,2020-03-11,2.0,10
Hertfordshire,E10000015,Upper tier local authority,2020-03-11,6.0,32
Havering,E09000016,Upper tier local authority,2020-03-11,2.0,5
Harrow,E09000015,Upper tier local authority,2020-03-11,5.0,12
Haringey,E09000014,Upper tier local authority,2020-03-11,6.0,12
Hampshire,E10000014,Upper tier local authority,2020-03-11,9.0,28
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-11,11.0,20
Hackney,E09000012,Upper tier local authority,2020-03-11,8.0,14
Greenwich,E09000011,Upper tier local authority,2020-03-11,4.0,8
Gloucestershire,E10000013,Upper tier local authority,2020-03-11,2.0,7
Essex,E10000012,Upper tier local authority,2020-03-11,3.0,11
Enfield,E09000010,Upper tier local authority,2020-03-11,2.0,11
East Sussex,E10000011,Upper tier local authority,2020-03-11,3.0,3
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-11,2.0,4
Ealing,E09000009,Upper tier local authority,2020-03-11,10.0,23
Dorset,E06000059,Upper tier local authority,2020-03-11,1.0,2
Devon,E10000008,Upper tier local authority,2020-03-11,1.0,22
Derbyshire,E10000007,Upper tier local authority,2020-03-11,6.0,19
Derby,E06000015,Upper tier local authority,2020-03-11,2.0,5
Cumbria,E10000006,Upper tier local authority,2020-03-11,3.0,12
Croydon,E09000008,Upper tier local authority,2020-03-11,5.0,7
Coventry,E08000026,Upper tier local authority,2020-03-11,2.0,5
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-11,1.0,8
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-11,2.0,5
Cheshire East,E06000049,Upper tier local authority,2020-03-11,1.0,2
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-11,1.0,3
Camden,E09000007,Upper tier local authority,2020-03-11,10.0,19
Cambridgeshire,E10000003,Upper tier local authority,2020-03-11,1.0,6
Calderdale,E08000033,Upper tier local authority,2020-03-11,2.0,3
Buckinghamshire,E10000002,Upper tier local authority,2020-03-11,4.0,18
Bromley,E09000006,Upper tier local authority,2020-03-11,5.0,10
Brent,E09000005,Upper tier local authority,2020-03-11,10.0,20
Bolton,E08000001,Upper tier local authority,2020-03-11,2.0,5
Birmingham,E08000025,Upper tier local authority,2020-03-11,6.0,15
Bexley,E09000004,Upper tier local authority,2020-03-11,4.0,8
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-11,1.0,1
Barnsley,E08000016,Upper tier local authority,2020-03-11,1.0,4
Barnet,E09000003,Upper tier local authority,2020-03-11,11.0,27
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-11,1.0,4
Yorkshire and The Humber,E12000003,Region,2020-03-11,10.0,63
West Midlands,E12000005,Region,2020-03-11,40.0,96
South West,E12000009,Region,2020-03-11,19.0,83
South East,E12000008,Region,2020-03-11,46.0,169
North West,E12000002,Region,2020-03-11,17.0,86
North East,E12000001,Region,2020-03-11,1.0,15
London,E12000007,Region,2020-03-11,183.0,460
East of England,E12000006,Region,2020-03-11,14.0,64
East Midlands,E12000004,Region,2020-03-11,25.0,79
England,E92000001,Nation,2020-03-11,365.0,1154
York,E06000014,Upper tier local authority,2020-03-10,1.0,3
Worcestershire,E10000034,Upper tier local authority,2020-03-10,3.0,6
Wolverhampton,E08000031,Upper tier local authority,2020-03-10,3.0,8
Wokingham,E06000041,Upper tier local authority,2020-03-10,2.0,5
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-10,2.0,4
Wiltshire,E06000054,Upper tier local authority,2020-03-10,1.0,5
Westminster,E09000033,Upper tier local authority,2020-03-10,6.0,24
Warwickshire,E10000031,Upper tier local authority,2020-03-10,3.0,11
Wandsworth,E09000032,Upper tier local authority,2020-03-10,9.0,16
Walsall,E08000030,Upper tier local authority,2020-03-10,1.0,2
Trafford,E08000009,Upper tier local authority,2020-03-10,3.0,7
Tower Hamlets,E09000030,Upper tier local authority,2020-03-10,2.0,10
Thurrock,E06000034,Upper tier local authority,2020-03-10,1.0,1
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-10,1.0,1
Tameside,E08000008,Upper tier local authority,2020-03-10,1.0,2
Sutton,E09000029,Upper tier local authority,2020-03-10,2.0,6
Surrey,E10000030,Upper tier local authority,2020-03-10,5.0,16
Suffolk,E10000029,Upper tier local authority,2020-03-10,2.0,3
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-10,2.0,3
Stockport,E08000007,Upper tier local authority,2020-03-10,1.0,3
Staffordshire,E10000028,Upper tier local authority,2020-03-10,1.0,6
Southwark,E09000028,Upper tier local authority,2020-03-10,6.0,24
Southampton,E06000045,Upper tier local authority,2020-03-10,2.0,3
Somerset,E10000027,Upper tier local authority,2020-03-10,2.0,3
Shropshire,E06000051,Upper tier local authority,2020-03-10,2.0,5
Sheffield,E08000019,Upper tier local authority,2020-03-10,6.0,18
Salford,E08000006,Upper tier local authority,2020-03-10,1.0,1
Rotherham,E08000018,Upper tier local authority,2020-03-10,1.0,4
Rochdale,E08000005,Upper tier local authority,2020-03-10,1.0,2
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-10,1.0,1
Reading,E06000038,Upper tier local authority,2020-03-10,1.0,2
Plymouth,E06000026,Upper tier local authority,2020-03-10,1.0,1
Oxfordshire,E10000025,Upper tier local authority,2020-03-10,6.0,18
Oldham,E08000004,Upper tier local authority,2020-03-10,2.0,6
Nottinghamshire,E10000024,Upper tier local authority,2020-03-10,1.0,9
Nottingham,E06000018,Upper tier local authority,2020-03-10,3.0,7
North Yorkshire,E10000023,Upper tier local authority,2020-03-10,2.0,5
Norfolk,E10000020,Upper tier local authority,2020-03-10,1.0,1
Newham,E09000025,Upper tier local authority,2020-03-10,1.0,2
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-10,1.0,5
Merton,E09000024,Upper tier local authority,2020-03-10,6.0,10
Manchester,E08000003,Upper tier local authority,2020-03-10,1.0,7
Liverpool,E08000012,Upper tier local authority,2020-03-10,1.0,6
Lincolnshire,E10000019,Upper tier local authority,2020-03-10,4.0,7
Lewisham,E09000023,Upper tier local authority,2020-03-10,1.0,4
Lambeth,E09000022,Upper tier local authority,2020-03-10,8.0,15
Kirklees,E08000034,Upper tier local authority,2020-03-10,1.0,2
Kent,E10000016,Upper tier local authority,2020-03-10,4.0,13
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-10,10.0,33
Islington,E09000019,Upper tier local authority,2020-03-10,2.0,4
Isle of Wight,E06000046,Upper tier local authority,2020-03-10,1.0,2
Hounslow,E09000018,Upper tier local authority,2020-03-10,2.0,6
Hillingdon,E09000017,Upper tier local authority,2020-03-10,2.0,8
Hertfordshire,E10000015,Upper tier local authority,2020-03-10,5.0,26
Harrow,E09000015,Upper tier local authority,2020-03-10,1.0,7
Haringey,E09000014,Upper tier local authority,2020-03-10,3.0,6
Hampshire,E10000014,Upper tier local authority,2020-03-10,2.0,19
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-10,3.0,9
Hackney,E09000012,Upper tier local authority,2020-03-10,1.0,6
Greenwich,E09000011,Upper tier local authority,2020-03-10,3.0,4
Essex,E10000012,Upper tier local authority,2020-03-10,2.0,8
Enfield,E09000010,Upper tier local authority,2020-03-10,5.0,9
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-10,2.0,2
Ealing,E09000009,Upper tier local authority,2020-03-10,5.0,13
Dudley,E08000027,Upper tier local authority,2020-03-10,1.0,4
Dorset,E06000059,Upper tier local authority,2020-03-10,1.0,1
Doncaster,E08000017,Upper tier local authority,2020-03-10,2.0,2
Devon,E10000008,Upper tier local authority,2020-03-10,1.0,21
Derbyshire,E10000007,Upper tier local authority,2020-03-10,2.0,13
Derby,E06000015,Upper tier local authority,2020-03-10,2.0,3
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-10,1.0,7
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-10,2.0,3
Cheshire East,E06000049,Upper tier local authority,2020-03-10,1.0,1
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-10,2.0,2
Camden,E09000007,Upper tier local authority,2020-03-10,2.0,9
Cambridgeshire,E10000003,Upper tier local authority,2020-03-10,3.0,5
Calderdale,E08000033,Upper tier local authority,2020-03-10,1.0,1
Buckinghamshire,E10000002,Upper tier local authority,2020-03-10,7.0,14
Bromley,E09000006,Upper tier local authority,2020-03-10,2.0,5
"Bristol, City of",E06000023,Upper tier local authority,2020-03-10,1.0,4
Brighton and Hove,E06000043,Upper tier local authority,2020-03-10,2.0,6
Brent,E09000005,Upper tier local authority,2020-03-10,4.0,10
Bradford,E08000032,Upper tier local authority,2020-03-10,2.0,3
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-10,2.0,5
Blackpool,E06000009,Upper tier local authority,2020-03-10,1.0,1
Birmingham,E08000025,Upper tier local authority,2020-03-10,4.0,9
Bexley,E09000004,Upper tier local authority,2020-03-10,2.0,4
Barnet,E09000003,Upper tier local authority,2020-03-10,3.0,16
Yorkshire and The Humber,E12000003,Region,2020-03-10,18.0,53
West Midlands,E12000005,Region,2020-03-10,19.0,56
South West,E12000009,Region,2020-03-10,10.0,64
South East,E12000008,Region,2020-03-10,34.0,123
North West,E12000002,Region,2020-03-10,15.0,69
North East,E12000001,Region,2020-03-10,4.0,14
London,E12000007,Region,2020-03-10,91.0,277
East of England,E12000006,Region,2020-03-10,16.0,50
East Midlands,E12000004,Region,2020-03-10,12.0,54
England,E92000001,Nation,2020-03-10,225.0,789
Worcestershire,E10000034,Upper tier local authority,2020-03-09,2.0,3
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-09,1.0,2
Westminster,E09000033,Upper tier local authority,2020-03-09,6.0,18
West Sussex,E10000032,Upper tier local authority,2020-03-09,2.0,5
Warwickshire,E10000031,Upper tier local authority,2020-03-09,1.0,8
Warrington,E06000007,Upper tier local authority,2020-03-09,1.0,1
Wandsworth,E09000032,Upper tier local authority,2020-03-09,2.0,7
Waltham Forest,E09000031,Upper tier local authority,2020-03-09,1.0,3
Tower Hamlets,E09000030,Upper tier local authority,2020-03-09,2.0,8
Sutton,E09000029,Upper tier local authority,2020-03-09,1.0,4
Surrey,E10000030,Upper tier local authority,2020-03-09,3.0,11
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-09,1.0,1
Staffordshire,E10000028,Upper tier local authority,2020-03-09,1.0,5
Southwark,E09000028,Upper tier local authority,2020-03-09,7.0,18
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-09,1.0,2
South Gloucestershire,E06000025,Upper tier local authority,2020-03-09,2.0,3
Slough,E06000039,Upper tier local authority,2020-03-09,1.0,5
Shropshire,E06000051,Upper tier local authority,2020-03-09,1.0,3
Sefton,E08000014,Upper tier local authority,2020-03-09,1.0,1
Rotherham,E08000018,Upper tier local authority,2020-03-09,2.0,3
Rochdale,E08000005,Upper tier local authority,2020-03-09,1.0,1
Portsmouth,E06000044,Upper tier local authority,2020-03-09,1.0,1
Oxfordshire,E10000025,Upper tier local authority,2020-03-09,3.0,12
Nottingham,E06000018,Upper tier local authority,2020-03-09,1.0,4
Northamptonshire,E10000021,Upper tier local authority,2020-03-09,2.0,8
North Yorkshire,E10000023,Upper tier local authority,2020-03-09,1.0,3
North Tyneside,E08000022,Upper tier local authority,2020-03-09,1.0,2
North Somerset,E06000024,Upper tier local authority,2020-03-09,1.0,1
Newham,E09000025,Upper tier local authority,2020-03-09,1.0,1
Merton,E09000024,Upper tier local authority,2020-03-09,1.0,4
Manchester,E08000003,Upper tier local authority,2020-03-09,2.0,6
Lincolnshire,E10000019,Upper tier local authority,2020-03-09,1.0,3
Leicestershire,E10000018,Upper tier local authority,2020-03-09,3.0,7
Leeds,E08000035,Upper tier local authority,2020-03-09,3.0,8
Lancashire,E10000017,Upper tier local authority,2020-03-09,1.0,5
Lambeth,E09000022,Upper tier local authority,2020-03-09,2.0,7
Kirklees,E08000034,Upper tier local authority,2020-03-09,1.0,1
Kent,E10000016,Upper tier local authority,2020-03-09,2.0,9
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-09,4.0,23
Hertfordshire,E10000015,Upper tier local authority,2020-03-09,2.0,21
Havering,E09000016,Upper tier local authority,2020-03-09,1.0,3
Harrow,E09000015,Upper tier local authority,2020-03-09,5.0,6
Haringey,E09000014,Upper tier local authority,2020-03-09,2.0,3
Hampshire,E10000014,Upper tier local authority,2020-03-09,7.0,17
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-09,3.0,6
Hackney,E09000012,Upper tier local authority,2020-03-09,2.0,5
Gloucestershire,E10000013,Upper tier local authority,2020-03-09,1.0,5
Essex,E10000012,Upper tier local authority,2020-03-09,1.0,6
Enfield,E09000010,Upper tier local authority,2020-03-09,1.0,4
Dudley,E08000027,Upper tier local authority,2020-03-09,2.0,3
Derbyshire,E10000007,Upper tier local authority,2020-03-09,3.0,11
Cumbria,E10000006,Upper tier local authority,2020-03-09,1.0,9
Croydon,E09000008,Upper tier local authority,2020-03-09,1.0,2
County Durham,E06000047,Upper tier local authority,2020-03-09,1.0,1
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-09,1.0,6
Camden,E09000007,Upper tier local authority,2020-03-09,1.0,7
Buckinghamshire,E10000002,Upper tier local authority,2020-03-09,2.0,7
Bromley,E09000006,Upper tier local authority,2020-03-09,1.0,3
Brent,E09000005,Upper tier local authority,2020-03-09,3.0,6
Bracknell Forest,E06000036,Upper tier local authority,2020-03-09,2.0,3
Birmingham,E08000025,Upper tier local authority,2020-03-09,1.0,5
Bexley,E09000004,Upper tier local authority,2020-03-09,2.0,2
Barnet,E09000003,Upper tier local authority,2020-03-09,3.0,13
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-09,1.0,3
Yorkshire and The Humber,E12000003,Region,2020-03-09,7.0,35
West Midlands,E12000005,Region,2020-03-09,8.0,37
South West,E12000009,Region,2020-03-09,5.0,54
South East,E12000008,Region,2020-03-09,24.0,89
North West,E12000002,Region,2020-03-09,7.0,54
North East,E12000001,Region,2020-03-09,3.0,10
London,E12000007,Region,2020-03-09,53.0,186
East of England,E12000006,Region,2020-03-09,4.0,34
East Midlands,E12000004,Region,2020-03-09,10.0,42
England,E92000001,Nation,2020-03-09,125.0,564
Wolverhampton,E08000031,Upper tier local authority,2020-03-08,1.0,5
Wirral,E08000015,Upper tier local authority,2020-03-08,2.0,3
Westminster,E09000033,Upper tier local authority,2020-03-08,1.0,12
Wandsworth,E09000032,Upper tier local authority,2020-03-08,2.0,5
Tower Hamlets,E09000030,Upper tier local authority,2020-03-08,1.0,6
Surrey,E10000030,Upper tier local authority,2020-03-08,2.0,8
Southwark,E09000028,Upper tier local authority,2020-03-08,2.0,11
South Gloucestershire,E06000025,Upper tier local authority,2020-03-08,1.0,1
Slough,E06000039,Upper tier local authority,2020-03-08,3.0,4
Shropshire,E06000051,Upper tier local authority,2020-03-08,1.0,2
Sheffield,E08000019,Upper tier local authority,2020-03-08,3.0,12
Reading,E06000038,Upper tier local authority,2020-03-08,1.0,1
